============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Layer 1(  15 um) =========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 8616  2 .1265685E+07   1500008E-01  .1807E+04 -.4778E+04   .9967627  .0802882  .0042293
T 8617  2 .1140724E+07   1500017E-01  .7299E+03  .5039E+04   .9886572  .1385072  .0580753
T 8618  2 .1241445E+07   1500024E-01 -.5157E+02  .1513E+04   .9980807 -.0491989  .0376091
T 8619  2 .1134675E+07   1500008E-01 -.1099E+05 -.3485E+04   .9927052 -.0755541 -.0939575
T 8620  2 .1144250E+07   1500014E-01 -.6857E+03 -.5110E+04   .9924673 -.0089126 -.1221856
T 8621  2 .1087051E+07   1500015E-01 -.2644E+04 -.9501E+03   .9970565 -.0610267 -.0464115
T 8622  2 .1095818E+07   1500015E-01  .6984E+04 -.6131E+03   .9956472  .0882489 -.0299801
T 8623  2 .1062793E+07   1500003E-01  .1548E+04  .4374E+03   .9951302  .0840342  .0515187
T 8624  2 .1117969E+07   1500022E-01  .1070E+05  .2721E+04   .9946909  .1028741  .0026229
T 8625  2 .1162315E+07   1500000E-01  .7484E+04  .1579E+04   .9947490  .1008088 -.0176654
T 8626  2 .8631766E+06   1500023E-01  .2179E+05 -.4361E+04   .9990747  .0063386 -.0425390
T 8627  2 .1195633E+07   1500004E-01  .1100E+04  .6641E+04   .9908432  .0655732  .1180248
T 8628  2 .1150399E+07   1500021E-01  .7246E+02  .2020E+04   .9987937  .0269907  .0410194
T 8629  2 .1130958E+07   1500013E-01 -.3860E+03  .2104E+04   .9947862  .0031333  .1019344
T 8630  2 .1231340E+07   1500000E-01  .2705E+04  .7085E+04   .9931322  .0877920  .0773366
T 8631  2 .1209228E+07   1500012E-01 -.1755E+04  .1259E+04   .9989363 -.0357696  .0291003
T 8632  2 .1018906E+07   1500010E-01  .9863E+03  .3464E+04   .9569631  .0981980  .2730912
T 8633  2 .1145265E+07   1500017E-01 -.8064E+04  .2987E+03   .9893853 -.1287827 -.0673187
T 8634  2 .1044657E+07   1500011E-01 -.9861E+03 -.3833E+04   .9970385  .0768012  .0039647
T 8635  2 .1187451E+07   1500005E-01  .2491E+04  .1345E+03   .9982292  .0087906 -.0588318
T 8636  2 .1173703E+07   1500025E-01 -.1923E+03 -.2251E+04   .9983376 -.0116009 -.0564567
T 8637  2 .1220576E+07   1500006E-01  .3045E+04 -.1776E+04   .9986286  .0500189  .0154595
T 8638  2 .1105212E+07   1500017E-01  .4333E+03  .2241E+04   .9985071  .0277600 -.0470429
T 8639  2 .1197754E+07   1500000E-01  .4151E+04 -.2989E+03   .9976551  .0512720 -.0453376
T 8640  2 .1121494E+07   1500016E-01  .4044E+04 -.4442E+04   .9995721 -.0291467  .0024716
T 8641  2 .1182541E+07   1500006E-01  .2746E+04  .1057E+04   .9986730  .0359256  .0369000
T 8642  2 .1122058E+07   1500016E-01  .3081E+03  .1762E+04   .9991626  .0405268  .0056266
T 8643  2 .9985804E+06   1500023E-01 -.5786E+04  .5308E+04   .9960588 -.0550652  .0695315
T 8644  2 .1056126E+07   1500021E-01  .3962E+04 -.8279E+04   .9953548  .0695100 -.0666115
T 8645  2 .1238818E+07   1500016E-01  .2400E+04  .1907E+04   .9964257  .0570329  .0623146
T 8646  2 .1085486E+07   1500001E-01  .9223E+04 -.9511E+04   .9935702  .0771882 -.0828271
T 8647  2 .1031016E+07   1500019E-01 -.5592E+04  .1272E+05   .9832467 -.0534474  .1742677
T 8648  2 .1046842E+07   1500016E-01  .1401E+05 -.1635E+05   .9603447  .2298702 -.1577903
T 8649  2 .1352228E+07   1500010E-01  .5203E+03  .3190E+04   .9939049 -.1090538 -.0161335
T 8650  2 .1124992E+07   1500025E-01 -.1137E+04  .1573E+04   .9988162  .0258809  .0411876
T 8651  2 .1158583E+07   1500009E-01 -.7416E+04  .1069E+05   .9582178 -.1719163  .2286122
T 8652  2 .1148604E+07   1500021E-01  .3962E+04 -.2456E+04   .9981011  .0018491 -.0615693
T 8653  2 .1021866E+07   1500017E-01  .2174E+04 -.2900E+04   .9977077  .0392018 -.0551597
T 8654  2 .1289468E+07   1500018E-01 -.2703E+04  .2917E+04   .9995224 -.0215041  .0221928
T 8655  2 .1139528E+07   1500007E-01  .1251E+04  .3648E+04   .9943267 -.0581118  .0890919
T 8656  2 .1284392E+07   1500022E-01 -.9842E+03 -.1825E+04   .9995144 -.0309743  .0034019
T 8657  2 .1204083E+07   1500010E-01  .1343E+04 -.1981E+04   .9978249  .0239519 -.0614148
T 8658  2 .1149064E+07   1500026E-01 -.8654E+03 -.4328E+04   .9967046 -.0150377 -.0797104
T 8659  2 .1141951E+07   1500020E-01  .2072E+04  .5595E+03   .9987039  .0507118  .0043470
T 8660  2 .1185950E+07   1500003E-01 -.4191E+04  .2568E+04   .9974313 -.0592846 -.0402009
T 8661  2 .1211165E+07   1500024E-01  .4165E+04 -.4020E+04   .9912979  .0914644 -.0946714
T 8662  2 .1072487E+07   1500000E-01 -.1323E+04  .8070E+03   .9929199 -.0635394 -.1003629
T 8663  2 .1143388E+07   1500024E-01  .8291E+03  .7573E+04   .9914465  .0405272  .1240620
T 8664  2 .1045814E+07   1500005E-01 -.3492E+04  .5045E+04   .9926541 -.0772697  .0930982
T 8665  2 .1083822E+07   1500022E-01  .3542E+04  .6866E+02   .9939274  .0618734  .0909940
T 8666  2 .1114694E+07   1500018E-01  .4043E+03  .2648E+04   .9966544 -.0246870  .0779141
T 8667  2 .1010114E+07   1500009E-01 -.4828E+03  .2189E+04   .9995923  .0064748  .0278080
T 8668  2 .1225117E+07   1500013E-01 -.2867E+03  .1297E+04   .9963690 -.0839697  .0140697
T 8669  2 .1022826E+07   1500008E-01  .3069E+04  .8663E+04   .9911709  .0564429  .1199771
T 8670  2 .1139571E+07   1500009E-01  .7545E+03  .1448E+04   .9988779  .0009096  .0473501
T 8671  2 .1077458E+07   1500025E-01 -.1180E+04  .2506E+04   .9966610  .0500006  .0645512
T 8672  2 .1127041E+07   1500002E-01 -.2442E+04 -.3119E+03   .9784540  .2044834 -.0285348
T 8673  2 .9650724E+06   1500006E-01  .2743E+04 -.2409E+04   .9992019  .0241089 -.0318499
T 8674  2 .1116962E+07   1500004E-01 -.4008E+04  .2815E+04   .9922968 -.1119469  .0530555
T 8675  2 .1100924E+07   1500013E-01 -.1301E+04  .7187E+03   .9994829 -.0278285  .0161089
T 8676  2 .1158300E+07   1500023E-01 -.2033E+04  .2577E+04   .9994528 -.0294471  .0150645
T 8677  2 .1238077E+07   1500002E-01 -.3403E+04  .6956E+04   .9987440 -.0130011  .0483881
T 8678  2 .1039869E+07   1500013E-01  .1413E+04  .6066E+04   .9982786  .0441758  .0385782
T 8679  2 .1087338E+07   1500005E-01  .2477E+04  .6561E+04   .9841002  .0422687  .1725113
T 8680  2 .1212489E+07   1500016E-01  .1960E+04 -.1140E+04   .9996332  .0195494 -.0187425
T 8681  2 .1042697E+07   1500019E-01  .1015E+04  .2312E+04   .9985048  .0233801  .0494124
T 8682  2 .1188669E+07   1500010E-01  .1609E+04  .3432E+02   .9982889  .0560310 -.0167301
T 8683  2 .1087193E+07   1500016E-01  .5124E+04 -.3387E+03   .9971509  .0591526  .0468089
T 8684  2 .1117166E+07   1500010E-01  .4556E+04 -.4369E+03   .9968302  .0693668 -.0389600
T 8685  2 .1094634E+07   1500004E-01 -.3941E+04 -.1068E+05   .9839719 -.1156805 -.1357105
T 8686  2 .1218487E+07   1500018E-01 -.1261E+03  .2551E+04   .9994628  .0150571  .0291094
T 8687  2 .1038455E+07   1500023E-01 -.5680E+03  .1823E+04   .9989792 -.0272359 -.0360384
T 8688  2 .1026952E+07   1500018E-01  .1250E+04  .6889E+02   .9988536  .0360639  .0314780
T 8689  2 .1141901E+07   1500007E-01  .2136E+04 -.3245E+04   .9983267  .0500763 -.0289156
T 8690  2 .1133810E+07   1500023E-01  .4585E+04  .2019E+04   .9983589  .0454509  .0348393
T 8691  2 .1118855E+07   1500020E-01  .4683E+04 -.3469E+04   .9995770  .0288087 -.0039828
T 8692  2 .1187758E+07   1500009E-01 -.1762E+04  .3298E+04   .9990409  .0179632  .0399318
T 8693  2 .1209084E+07   1500017E-01  .4280E+04 -.1897E+04   .9991751 -.0396084 -.0089624
T 8694  2 .1143832E+07   1500001E-01  .5684E+03 -.2856E+02   .9967583  .0259547 -.0761525
T 8695  2 .1160553E+07   1500019E-01 -.1854E+04 -.3650E+04   .9974718 -.0671715  .0231955
T 8696  2 .1196513E+07   1500009E-01 -.4052E+04  .1635E+04   .9958987 -.0121337  .0896577
T 8697  2 .1236648E+07   1500023E-01  .2032E+04 -.6663E+03   .9984794  .0551246 -.0004318
T 8698  2 .1111199E+07   1500015E-01 -.2318E+04 -.5689E+04   .9862818 -.0793929 -.1447240
T 8699  2 .1070919E+07   1500022E-01 -.3675E+04  .3694E+04   .9907696 -.1005037  .0909647
T 8700  2 .1276369E+07   1500008E-01  .5882E+04 -.2659E+04   .9990477  .0400623 -.0172813
T 8701  2 .1127895E+07   1500025E-01  .1983E+04 -.6171E+04   .9943937  .0537127 -.0910833
T 8702  2 .1111827E+07   1500002E-01  .2597E+04 -.9079E+03   .9996923  .0224431  .0105674
T 8703  2 .1005705E+07   1500016E-01 -.7483E+04  .3529E+04   .9970171 -.0512165 -.0577390
T 8704  2 .9842832E+06   1500011E-01 -.1357E+04  .1963E+04   .9584195 -.2263160 -.1738194
T 8705  2 .1191001E+07   1500017E-01 -.1294E+04  .5348E+04   .9951448 -.0036058  .0983551
T 8706  2 .1150629E+07   1500025E-01  .5078E+03  .2305E+04   .9977719 -.0132376  .0653905
T 8707  2 .1173698E+07   1500015E-01  .5857E+03  .4564E+04   .9641853 -.0405416  .2621126
T 8708  2 .1159905E+07   1500015E-01  .6661E+03 -.3285E+02   .9999916 -.0039902 -.0009128
T 8709  2 .1062407E+07   1500026E-01 -.1929E+04  .5260E+04   .9984880  .0250568  .0489270
T 8710  2 .1137026E+07   1500009E-01  .2946E+03 -.3385E+04   .9982566  .0561062  .0183276
T 8711  2 .1127007E+07   1500013E-01 -.2953E+04  .6885E+04   .9975694 -.0127760  .0684988
T 8712  2 .1143951E+07   1500019E-01  .3819E+04 -.5128E+03   .9991350  .0397244 -.0122964
T 8713  2 .1038475E+07   1500015E-01  .3714E+04 -.1967E+03   .9896835 -.0043015  .1432065
T 8714  2 .1104881E+07   1500023E-01 -.2544E+04 -.1730E+04   .9936748 -.0662545 -.0906682
T 8715  2 .9706706E+06   1500001E-01 -.2465E+04  .1316E+05   .9825057  .0894000  .1633713
T 8716  2 .1137857E+07   1500025E-01  .4257E+04 -.3796E+04   .9978688  .0403139 -.0513084
T 8717  2 .1074216E+07   1500013E-01 -.1083E+04 -.9178E+04   .9921396 -.0128853 -.1244704
T 8718  2 .1141356E+07   1500020E-01 -.6987E+04 -.1691E+04   .9980153 -.0261226 -.0572981
T 8719  2 .1228401E+07   1500022E-01  .5837E+03 -.5328E+03   .9997038  .0029787  .0241556
T 8720  2 .1188069E+07   1500017E-01 -.7416E+04  .4338E+04   .9878925 -.0913405  .1254010
T 8721  2 .1144698E+07   1500005E-01 -.2919E+04  .7622E+04   .9913448 -.1276983  .0304725
T 8722  2 .1100023E+07   1500018E-01  .2894E+04 -.8308E+04   .9950886  .0409495 -.0901211
T 8723  2 .1299149E+07   1500009E-01  .7079E+03 -.2267E+04   .9997492  .0073266 -.0211639
T 8724  2 .1198125E+07   1500000E-01  .4234E+04  .1692E+04   .9894564  .1393078  .0396164
T 8725  2 .1083322E+07   1500007E-01 -.2643E+04 -.1671E+04   .9998531 -.0164772 -.0047115
T 8726  2 .1119460E+07   1500000E-01 -.1080E+05  .1642E+04   .9926323 -.1211573  .0014332
T 8727  2 .1197290E+07   1500019E-01  .4349E+03  .2224E+04   .9975444 -.0479269  .0510713
T 8728  2 .1204733E+07   1500021E-01 -.3460E+04 -.9657E+03   .9991208 -.0411611 -.0079653
T 8729  2 .1090152E+07   1500014E-01  .1555E+04 -.1327E+04   .9958209 -.0241708 -.0880713
T 8730  2 .1063675E+07   1500013E-01  .3704E+04 -.5481E+03   .9988075  .0184104  .0452176
T 8731  2 .1113225E+07   1500026E-01  .2303E+04  .1482E+04   .9985218  .0443147  .0314720
T 8732  2 .1212456E+07   1500007E-01  .4268E+04 -.1433E+04   .9997107  .0110170 -.0213817
T 8733  2 .1115040E+07   1500012E-01 -.8705E+04 -.1971E+04   .9731720  .0615624 -.2216899
T 8734  2 .1088143E+07   1500025E-01  .9826E+04 -.2589E+04   .9776467  .2086493 -.0259302
T 8735  2 .1150924E+07   1500023E-01 -.4114E+04 -.1082E+04   .9787809 -.1657817 -.1204339
T 8736  2 .1258518E+07   1500021E-01  .1786E+04 -.7959E+03   .9956692 -.0528851 -.0764592
T 8737  2 .1142370E+07   1500020E-01  .7349E+03  .2103E+04   .9972895 -.0442735  .0587667
T 8738  2 .1192955E+07   1500021E-01 -.4386E+04 -.2764E+04   .9972667 -.0426528 -.0603317
T 8739  2 .1313152E+07   1500001E-01  .5562E+03  .7794E+03   .9999619 -.0066276  .0056728
T 8740  2 .1184354E+07   1500021E-01 -.1122E+04  .2477E+03   .9998882 -.0000735  .0149548
T 8741  2 .1141920E+07   1500001E-01  .6399E+04  .3213E+04   .9939218  .1059838 -.0297792
T 8742  2 .1112443E+07   1500019E-01 -.2055E+04  .1011E+04   .9996342  .0181669  .0200353
T 8743  2 .1155771E+07   1500017E-01  .4524E+04 -.3939E+03   .8598843  .4713341  .1960691
T 8744  2 .1076032E+07   1500009E-01 -.3957E+04  .4729E+04   .9930896 -.0014917  .1173495
T 8745  2 .1155818E+07   1500018E-01  .1885E+04  .4337E+04   .9992609  .0140759  .0357704
T 8746  2 .1092410E+07   1500006E-01  .1325E+03 -.2121E+04   .9986514 -.0510879  .0092385
T 8747  2 .1077560E+07   1500024E-01  .1075E+04 -.3836E+04   .9982324  .0082751 -.0588520
T 8748  2 .1187127E+07   1500024E-01  .8112E+03  .1133E+04   .9962109  .0822454  .0282748
T 8749  2 .1057342E+07   1500004E-01 -.3200E+03  .3886E+03   .9991942  .0314610 -.0249250
T 8750  2 .1150326E+07   1500000E-01  .3493E+04  .7328E+03   .9910179  .1335608  .0067094
T 8751  2 .1176822E+07   1500008E-01  .5140E+04 -.1002E+04   .9938203  .1077277  .0267580
T 8752  2 .1073121E+07   1500020E-01  .1005E+04 -.9298E+02   .9990427 -.0360497 -.0247819
T 8753  2 .1136186E+07   1500020E-01  .3099E+03  .4097E+04   .9994090  .0343624 -.0009551
T 8754  2 .1244264E+07   1500023E-01  .1093E+04  .6537E+03   .9976450  .0685487  .0023690
T 8755  2 .1095052E+07   1500018E-01  .2704E+04  .5336E+04   .9964711  .0331082  .0771316
T 8756  2 .1174073E+07   1500021E-01  .1438E+03  .4294E+04   .9982286 -.0500421  .0321779
T 8757  2 .1095499E+07   1500025E-01  .3559E+04  .7444E+02   .9967986  .0787415  .0138715
T 8759  2 .1180756E+07   1500008E-01 -.2860E+04  .5027E+04   .9959945 -.0394598  .0802367
T 8760  2 .1108238E+07   1500008E-01  .1491E+04 -.1499E+04   .9997473  .0213736 -.0069575
T 8761  2 .1056007E+07   1500002E-01 -.2659E+04  .5899E+03   .9993198 -.0368595  .0011295
T 8762  2 .1210558E+07   1500018E-01  .3602E+04 -.2685E+04   .9999544  .0031407 -.0090158
T 8763  2 .1029231E+07   1500010E-01  .4120E+04 -.2527E+04   .9942030  .1072517 -.0075855
T 8764  2 .1000575E+07   1500021E-01 -.3835E+04  .2287E+04   .9936259 -.0542528 -.0988145
T 8765  2 .1064711E+07   1500010E-01 -.3408E+04 -.9744E+03   .9991753  .0053675 -.0402486
T 8766  2 .1120417E+07   1500025E-01 -.1419E+04 -.2645E+04   .9981241 -.0118251 -.0600710
T 8767  2 .1072988E+07   1500025E-01  .3752E+04 -.1021E+04   .9962826  .0858336 -.0073171
T 8768  2 .1110659E+07   1500011E-01  .3228E+04  .1522E+04   .9986440  .0090261  .0512717
T 8769  2 .1119098E+07   1500025E-01  .4724E+04 -.6503E+04   .9808298  .1353716 -.1401694
T 8770  2 .1187119E+07   1500010E-01 -.3280E+04 -.7455E+03   .9986490 -.0278986 -.0438378
T 8771  2 .1043355E+07   1500022E-01  .8256E+04  .8315E+04   .9703753  .1938578  .1441908
T 8772  2 .1158666E+07   1500013E-01  .4497E+03 -.5218E+04   .9995262 -.0053877 -.0303050
T 8773  2 .1140232E+07   1500006E-01  .5405E+03  .8295E+03   .9976143  .0451942 -.0521841
T 8774  2 .1051829E+07   1500006E-01 -.6726E+04  .3519E+04   .9988671 -.0464940  .0101355
T 8775  2 .1163882E+07   1500025E-01  .1774E+04 -.1959E+04   .9980195  .0494925 -.0388280
T 8776  2 .1150434E+07   1500014E-01 -.1549E+04  .6501E+03   .9993230 -.0343846  .0130868
T 8777  2 .1164409E+07   1500024E-01 -.5327E+04  .2765E+04   .9927450 -.0689316 -.0985181
T 8778  2 .1006274E+07   1500013E-01 -.2422E+04  .5178E+04   .9909250 -.0946305  .0954609
T 8779  2 .1209511E+07   1500021E-01  .5454E+04  .2930E+04   .9980710  .0620785 -.0007069
T 8780  2 .1238104E+07   1500021E-01 -.5100E+04  .5722E+03   .9966434 -.0739908  .0350321
T 8781  2 .1134667E+07   1500004E-01 -.2926E+04 -.5463E+04   .9871253 -.1138397 -.1123570
T 8782  2 .9688177E+06   1500001E-01 -.1871E+04 -.2874E+04   .9982246 -.0514967  .0299290
T 8783  2 .1103442E+07   1500022E-01 -.3748E+04 -.3974E+04   .9805582 -.1526861 -.1232584
T 8784  2 .1266069E+07   1500025E-01  .2690E+04 -.2164E+04   .9915613  .1012993 -.0808988
T 8785  2 .1130516E+07   1500010E-01 -.1580E+04 -.5224E+04   .9995870 -.0084187 -.0274778
T 8786  2 .1106198E+07   1500017E-01 -.1542E+04  .5002E+03   .9970963  .0043760 -.0760257
T 8787  2 .1040689E+07   1500000E-01  .5996E+04 -.8370E+03   .9930374  .1169871 -.0138105
T 8788  2 .1088201E+07   1500001E-01  .4670E+04 -.3901E+04   .9967102  .0439817 -.0680769
T 8789  2 .1167382E+07   1500021E-01 -.1481E+03  .9466E+04   .9943401 -.0188366  .1045606
T 8790  2 .1027982E+07   1500010E-01  .1907E+05 -.2345E+04   .9663669  .2506606 -.0574825
T 8791  2 .1161569E+07   1500010E-01 -.6799E+04 -.2470E+04   .9938348 -.0728185 -.0836049
T 8792  2 .1124624E+07   1500014E-01  .1893E+04 -.1578E+03   .9982146  .0082560  .0591561
T 8793  2 .1154554E+07   1500000E-01  .3310E+04 -.1444E+04   .9989772  .0001804 -.0452156
T 8794  2 .1137815E+07   1500004E-01  .8723E+03 -.2226E+04   .9981017  .0615164  .0029447
T 8795  2 .1058656E+07   1500012E-01 -.2441E+04  .5546E+04   .9947087 -.0561849  .0860111
T 8796  2 .1091593E+07   1500023E-01  .1996E+04  .2056E+04   .9972371  .0491928  .0556622
T 8797  2 .1184978E+07   1500021E-01 -.1188E+04 -.2268E+04   .9987537 -.0129527 -.0481994
T 8798  2 .1205881E+07   1500025E-01 -.3118E+04 -.7165E+03   .9955243  .0034718 -.0944425
T 8799  2 .1035641E+07   1500006E-01  .7111E+04  .2186E+03   .9953152  .0908072 -.0331907
T 8800  2 .1043462E+07   1500014E-01 -.8586E+04  .4911E+04   .9649824 -.1920911  .1786336
T 8801  2 .1141359E+07   1500024E-01  .4523E+03 -.3846E+04   .9968104 -.0070104 -.0794974
T 8802  2 .1148012E+07   1500002E-01  .2982E+04 -.8403E+04   .9925851  .0529703 -.1094031
T 8803  2 .1073902E+07   1500016E-01  .3024E+04  .5948E+04   .9909582  .0435157  .1269184
T 8804  2 .1255166E+07   1500001E-01 -.2434E+04  .3450E+04   .9996146 -.0218261 -.0171561
T 8805  2 .1127559E+07   1500023E-01 -.5501E+03  .1242E+04   .9951582  .0352525  .0917460
T 8806  2 .1075366E+07   1500025E-01  .8154E+03 -.6331E+04   .9805661  .0493209 -.1898882
T 8807  2 .1167925E+07   1500025E-01  .2269E+04  .2692E+04   .9985516  .0213298  .0493934
T 8808  2 .1236369E+07   1500012E-01 -.1179E+04 -.1689E+04   .9932315 -.1089455 -.0402747
T 8809  2 .1066521E+07   1500012E-01  .7231E+04 -.4353E+04   .9960152  .0695078 -.0558788
T 8810  2 .1144073E+07   1500012E-01  .2420E+04 -.4915E+03   .9974476  .0675846  .0230339
T 8811  2 .1019942E+07   1500003E-01 -.8614E+04  .3313E+04   .8149057 -.4648240  .3462187
T 8812  2 .1093742E+07   1500018E-01 -.1112E+04  .2173E+04   .9900251 -.1103952  .0875395
T 8813  2 .1136412E+07   1500012E-01 -.2481E+04 -.2106E+04   .9993626  .0352273 -.0057785
T 8814  2 .1123439E+07   1500013E-01  .1322E+04 -.3154E+04   .9990026 -.0333849 -.0296513
T 8815  2 .1151562E+07   1500024E-01  .1573E+03 -.4029E+03   .9797307 -.0385818 -.1965683
T 8816  2 .1186943E+07   1500006E-01  .3694E+04  .2975E+04   .9956140  .0161498  .0921520
T 8817  2 .9662154E+06   1500007E-01  .4288E+04  .2620E+03   .9983786 -.0364005  .0437623
T 8818  2 .1165313E+07   1500015E-01 -.1738E+04 -.8071E+04   .9943698 -.0373297 -.0991725
T 8819  2 .1068466E+07   1500012E-01 -.7289E+03  .2745E+04   .9993556  .0013361  .0358699
T 8820  2 .1059092E+07   1500010E-01 -.2183E+04 -.7276E+03   .9978264 -.0067817  .0655469
T 8821  2 .1174903E+07   1500012E-01 -.5284E+03 -.3480E+04   .9964976 -.0402774 -.0732817
T 8822  2 .1228121E+07   1500021E-01  .9295E+04  .6897E+04   .9672777  .1619272  .1953292
T 8823  2 .1210768E+07   1500014E-01  .2635E+04 -.7795E+03   .9983758 -.0535386 -.0194767
T 8824  2 .1090346E+07   1500023E-01  .3424E+04  .3658E+04   .9620515  .2284354  .1492452
T 8825  2 .1196598E+07   1500025E-01 -.1700E+04 -.4485E+04   .9985161 -.0195530  .0508264
T 8826  2 .1027673E+07   1500026E-01 -.4782E+04  .3172E+04   .9987928 -.0154788  .0466203
T 8827  2 .1190251E+07   1500016E-01  .1524E+04  .1190E+04   .9994471 -.0158443  .0292320
T 8828  2 .1142061E+07   1500022E-01 -.3878E+04 -.9615E+03   .9932237 -.1108522 -.0349065
T 8829  2 .1108490E+07   1500017E-01 -.2404E+04  .1346E+04   .9998913 -.0124900 -.0078340
T 8830  2 .1098875E+07   1500011E-01  .4533E+04 -.3862E+03   .9978676  .0124851  .0640656
T 8831  2 .1017839E+07   1500007E-01  .2835E+04  .1757E+04   .9957806 -.0265898  .0878290
T 8832  2 .1155021E+07   1500000E-01  .2969E+04  .1530E+04   .9949546  .0057541  .1001612
T 8833  2 .1123105E+07   1500019E-01  .2705E+04  .1470E+04   .9993193  .0368281  .0021588
T 8834  2 .1174236E+07   1500020E-01  .1032E+04  .2049E+04   .9990671  .0428586  .0052970
T 8835  2 .1096957E+07   1500010E-01 -.3288E+04  .4577E+04   .9997220  .0151704  .0180469
T 8836  2 .1170086E+07   1500015E-01 -.3527E+04  .7121E+04   .9969349 -.0312382  .0717280
T 8837  2 .1176834E+07   1500004E-01 -.2338E+04  .9889E+03   .9716771 -.2276611  .0633570
T 8838  2 .1189776E+07   1500013E-01  .5387E+04 -.3231E+04   .9978934  .0648369 -.0022023
T 8839  2 .1118645E+07   1500001E-01  .2202E+04 -.1873E+04   .9932534  .0633972 -.0971007
T 8840  2 .1153953E+07   1500011E-01 -.1329E+04 -.9764E+04   .9910027  .0312257 -.1301480
T 8841  2 .1048969E+07   1500004E-01  .7094E+03 -.2424E+04   .9974914 -.0308002  .0637362
T 8842  2 .1075763E+07   1500017E-01 -.1994E+04 -.7239E+03   .9988047 -.0130422 -.0471062
T 8843  2 .1056101E+07   1500005E-01 -.3910E+04 -.1030E+04   .9979046 -.0640876  .0088947
T 8844  2 .1253842E+07   1500012E-01  .3270E+04 -.1262E+04   .9972570  .0681206 -.0289480
T 8845  2 .1035302E+07   1500024E-01  .2065E+04 -.4753E+04   .9973926  .0459543 -.0556438
T 8846  2 .1161963E+07   1500001E-01 -.2831E+04  .1058E+04   .9962237 -.0867665  .0031325
T 8847  2 .1171479E+07   1500012E-01  .1240E+04  .3491E+04   .9984353  .0103124  .0549609
T 8848  2 .1054633E+07   1500007E-01 -.3775E+03  .1673E+04   .9972325  .0705734  .0233803
T 8849  2 .1166277E+07   1500024E-01 -.2917E+03  .3877E+03   .9997246 -.0116004 -.0204014
T 8850  2 .1036777E+07   1500023E-01  .2466E+04  .2614E+04   .9982489  .0505672  .0306934
T 8851  2 .1173044E+07   1500019E-01 -.1163E+04 -.4590E+04   .9826624  .0678829 -.1725295
T 8852  2 .1221457E+07   1500016E-01 -.4891E+04  .5061E+04   .9933395 -.0406743  .1078062
T 8853  2 .1038127E+07   1500003E-01 -.6002E+04 -.3975E+04   .9780202 -.0699373 -.1964313
T 8854  2 .1161867E+07   1500021E-01  .7148E+04  .6139E+04   .9837116  .1000963  .1493059
T 8855  2 .1171799E+07   1500012E-01  .6417E+04  .8043E+02   .9952688  .0953670  .0185779
T 8856  2 .1148208E+07   1500025E-01 -.1620E+04 -.3925E+02   .9973509 -.0726155  .0042590
T 8857  2 .1072001E+07   1500025E-01  .2484E+04 -.1403E+04   .9989888  .0373311 -.0250539
T 8858  2 .1304189E+07   1500008E-01  .4056E+04  .8588E+03   .9988128  .0463568  .0149676
T 8859  2 .1132116E+07   1500002E-01  .1371E+04 -.9243E+01   .9999134  .0130013  .0020522
T 8860  2 .1097220E+07   1500002E-01 -.1195E+04  .9930E+03   .9977009 -.0575061 -.0358605
T 8861  2 .1006466E+07   1500023E-01  .1505E+04 -.4166E+04   .9996931 -.0063257 -.0239535
T 8862  2 .9946153E+06   1500000E-01 -.9783E+03  .2439E+04   .9974078  .0289926  .0658568
T 8863  2 .8728117E+06   1500009E-01  .8266E+04  .2478E+05   .9852619  .0469960  .1644697
T 8864  2 .1186465E+07   1500024E-01  .2899E+04 -.1586E+04   .9985954 -.0436022 -.0300999
T 8865  2 .1063656E+07   1500009E-01  .9098E+04  .1010E+05   .9571429  .0980172  .2725253
T 8866  2 .1015386E+07   1500023E-01  .2345E+04 -.3810E+04   .9951698  .0291448 -.0937427
T 8867  2 .1238729E+07   1500004E-01  .2303E+04  .3777E+04   .9978812 -.0089346  .0644460
T 8868  2 .1066211E+07   1500019E-01  .5769E+02 -.8454E+04   .9977735 -.0312203 -.0589356
T 8869  2 .1255522E+07   1500018E-01  .1074E+04  .8389E+03   .9998822  .0070851 -.0136169
T 8870  2 .1099123E+07   1500024E-01 -.4642E+04 -.1226E+04   .9692144 -.2432814  .0379156
T 8871  2 .1136255E+07   1500021E-01  .3272E+04  .2541E+04   .9971888 -.0546210  .0512936
T 8872  2 .1255374E+07   1500019E-01 -.2025E+03 -.2762E+04   .9983754 -.0288205  .0491524
T 8873  2 .1143856E+07   1500017E-01 -.6008E+04 -.4302E+04   .9987412 -.0457842 -.0204874
